3090	18.6794	30.9	0.0702332
7090	18.7161	70.9	0.0664025
9980	18.3231	99.8	0.0707837
2090	18.5573	20.9	0.0520612
6090	18.9987	60.9	0.0754652
8090	18.5897	80.9	0.0612145
5090	18.9294	50.9	0.0708139
1100	18.3092	11	0.0719625
9090	18.9009	90.9	0.0749293
4090	18.7231	40.9	0.0763014
4090	18.7231	40.9	0.0763014
